exam_name,academic_year_label,subject_code,roll_number,marks_obtained,is_absent,is_locked
Unit Test 1,2026-27,ECE105,ECE26B138,33,false,false
Unit Test 1,2026-27,ECE201,ECE26A009,47,false,false
Unit Test 1,2026-27,ECE201,ECE26B010,33,false,false
Unit Test 1,2026-27,ECE201,ECE26A011,41,false,false
Unit Test 1,2026-27,ECE201,ECE26B012,49,false,false
Unit Test 1,2026-27,ECE201,ECE26A041,35,false,false
Unit Test 1,2026-27,ECE201,ECE26B042,43,false,false
Unit Test 1,2026-27,ECE201,ECE26A043,50,false,false
Unit Test 1,2026-27,ECE201,ECE26B044,37,false,false
Unit Test 1,2026-27,ECE201,ECE26A073,45,false,false
Unit Test 1,2026-27,ECE201,ECE26B074,31,false,false
Unit Test 1,2026-27,ECE201,ECE26A075,39,false,false
Unit Test 1,2026-27,ECE201,ECE26B076,47,false,false
Unit Test 1,2026-27,ECE201,ECE26A105,33,false,false
Unit Test 1,2026-27,ECE201,ECE26B106,41,false,false
Unit Test 1,2026-27,ECE201,ECE26A107,49,false,false
Unit Test 1,2026-27,ECE201,ECE26B108,35,false,false
Unit Test 1,2026-27,ECE201,ECE26A137,43,false,false
Unit Test 1,2026-27,ECE201,ECE26B138,50,false,false
Unit Test 1,2026-27,ECE202,ECE26A009,43,false,false
Unit Test 1,2026-27,ECE202,ECE26B010,50,false,false
Unit Test 1,2026-27,ECE202,ECE26A011,37,false,false
Unit Test 1,2026-27,ECE202,ECE26B012,45,false,false
Unit Test 1,2026-27,ECE202,ECE26A041,31,false,false
Unit Test 1,2026-27,ECE202,ECE26B042,39,false,false
Unit Test 1,2026-27,ECE202,ECE26A043,47,false,false
Unit Test 1,2026-27,ECE202,ECE26B044,33,false,false
Unit Test 1,2026-27,ECE202,ECE26A073,41,false,false
Unit Test 1,2026-27,ECE202,ECE26B074,49,false,false
Unit Test 1,2026-27,ECE202,ECE26A075,35,false,false
Unit Test 1,2026-27,ECE202,ECE26B076,43,false,false
Unit Test 1,2026-27,ECE202,ECE26A105,,true,false
Unit Test 1,2026-27,ECE202,ECE26B106,37,false,false
Unit Test 1,2026-27,ECE202,ECE26A107,45,false,false
Unit Test 1,2026-27,ECE202,ECE26B108,31,false,false
Unit Test 1,2026-27,ECE202,ECE26A137,39,false,false
Unit Test 1,2026-27,ECE202,ECE26B138,47,false,false
Unit Test 1,2026-27,ECE203,ECE26A009,39,false,false
Unit Test 1,2026-27,ECE203,ECE26B010,47,false,false
Unit Test 1,2026-27,ECE203,ECE26A011,33,false,false
Unit Test 1,2026-27,ECE203,ECE26B012,,true,false
Unit Test 1,2026-27,ECE203,ECE26A041,49,false,false
Unit Test 1,2026-27,ECE203,ECE26B042,35,false,false
Unit Test 1,2026-27,ECE203,ECE26A043,43,false,false
Unit Test 1,2026-27,ECE203,ECE26B044,50,false,false
Unit Test 1,2026-27,ECE203,ECE26A073,37,false,false
Unit Test 1,2026-27,ECE203,ECE26B074,45,false,false
Unit Test 1,2026-27,ECE203,ECE26A075,31,false,false
Unit Test 1,2026-27,ECE203,ECE26B076,39,false,false
Unit Test 1,2026-27,ECE203,ECE26A105,47,false,false
Unit Test 1,2026-27,ECE203,ECE26B106,33,false,false
Unit Test 1,2026-27,ECE203,ECE26A107,41,false,false
Unit Test 1,2026-27,ECE203,ECE26B108,49,false,false
Unit Test 1,2026-27,ECE203,ECE26A137,35,false,false
Unit Test 1,2026-27,ECE203,ECE26B138,43,false,false
Unit Test 1,2026-27,ECE204,ECE26A009,35,false,false
Unit Test 1,2026-27,ECE204,ECE26B010,43,false,false
Unit Test 1,2026-27,ECE204,ECE26A011,50,false,false
Unit Test 1,2026-27,ECE204,ECE26B012,37,false,false
Unit Test 1,2026-27,ECE204,ECE26A041,45,false,false
Unit Test 1,2026-27,ECE204,ECE26B042,31,false,false
Unit Test 1,2026-27,ECE204,ECE26A043,39,false,false
Unit Test 1,2026-27,ECE204,ECE26B044,47,false,false
Unit Test 1,2026-27,ECE204,ECE26A073,33,false,false
Unit Test 1,2026-27,ECE204,ECE26B074,41,false,false
Unit Test 1,2026-27,ECE204,ECE26A075,49,false,false
Unit Test 1,2026-27,ECE204,ECE26B076,35,false,false
Unit Test 1,2026-27,ECE204,ECE26A105,43,false,false
Unit Test 1,2026-27,ECE204,ECE26B106,50,false,false
Unit Test 1,2026-27,ECE204,ECE26A107,37,false,false
Unit Test 1,2026-27,ECE204,ECE26B108,45,false,false
Unit Test 1,2026-27,ECE204,ECE26A137,31,false,false
Unit Test 1,2026-27,ECE204,ECE26B138,39,false,false
Unit Test 1,2026-27,ECE205,ECE26A009,31,false,false
Unit Test 1,2026-27,ECE205,ECE26B010,39,false,false
Unit Test 1,2026-27,ECE205,ECE26A011,47,false,false
Unit Test 1,2026-27,ECE205,ECE26B012,33,false,false
Unit Test 1,2026-27,ECE205,ECE26A041,41,false,false
Unit Test 1,2026-27,ECE205,ECE26B042,49,false,false
Unit Test 1,2026-27,ECE205,ECE26A043,35,false,false
Unit Test 1,2026-27,ECE205,ECE26B044,43,false,false
Unit Test 1,2026-27,ECE205,ECE26A073,50,false,false
Unit Test 1,2026-27,ECE205,ECE26B074,37,false,false
Unit Test 1,2026-27,ECE205,ECE26A075,45,false,false
Unit Test 1,2026-27,ECE205,ECE26B076,31,false,false
Unit Test 1,2026-27,ECE205,ECE26A105,39,false,false
Unit Test 1,2026-27,ECE205,ECE26B106,47,false,false
Unit Test 1,2026-27,ECE205,ECE26A107,,true,false
Unit Test 1,2026-27,ECE205,ECE26B108,41,false,false
Unit Test 1,2026-27,ECE205,ECE26A137,49,false,false
Unit Test 1,2026-27,ECE205,ECE26B138,35,false,false
Unit Test 1,2026-27,MECH101,MECH26A013,49,false,false
Unit Test 1,2026-27,MECH101,MECH26B014,35,false,false
Unit Test 1,2026-27,MECH101,MECH26A015,43,false,false
Unit Test 1,2026-27,MECH101,MECH26B016,50,false,false
Unit Test 1,2026-27,MECH101,MECH26A045,37,false,false
Unit Test 1,2026-27,MECH101,MECH26B046,,true,false
Unit Test 1,2026-27,MECH101,MECH26A047,31,false,false
Unit Test 1,2026-27,MECH101,MECH26B048,39,false,false
Unit Test 1,2026-27,MECH101,MECH26A077,47,false,false
Unit Test 1,2026-27,MECH101,MECH26B078,33,false,false
Unit Test 1,2026-27,MECH101,MECH26A079,41,false,false
Unit Test 1,2026-27,MECH101,MECH26B080,49,false,false
Unit Test 1,2026-27,MECH101,MECH26A109,35,false,false
Unit Test 1,2026-27,MECH101,MECH26B110,43,false,false
Unit Test 1,2026-27,MECH101,MECH26A111,50,false,false
Unit Test 1,2026-27,MECH101,MECH26B112,37,false,false
Unit Test 1,2026-27,MECH101,MECH26A141,45,false,false
Unit Test 1,2026-27,MECH101,MECH26B142,31,false,false
Unit Test 1,2026-27,MECH102,MECH26A013,45,false,false
Unit Test 1,2026-27,MECH102,MECH26B014,31,false,false
Unit Test 1,2026-27,MECH102,MECH26A015,39,false,false
Unit Test 1,2026-27,MECH102,MECH26B016,47,false,false
Unit Test 1,2026-27,MECH102,MECH26A045,33,false,false
Unit Test 1,2026-27,MECH102,MECH26B046,41,false,false
Unit Test 1,2026-27,MECH102,MECH26A047,49,false,false
Unit Test 1,2026-27,MECH102,MECH26B048,35,false,false
Unit Test 1,2026-27,MECH102,MECH26A077,43,false,false
Unit Test 1,2026-27,MECH102,MECH26B078,50,false,false
Unit Test 1,2026-27,MECH102,MECH26A079,37,false,false
Unit Test 1,2026-27,MECH102,MECH26B080,45,false,false
Unit Test 1,2026-27,MECH102,MECH26A109,31,false,false
Unit Test 1,2026-27,MECH102,MECH26B110,39,false,false
Unit Test 1,2026-27,MECH102,MECH26A111,47,false,false
Unit Test 1,2026-27,MECH102,MECH26B112,33,false,false
Unit Test 1,2026-27,MECH102,MECH26A141,41,false,false
Unit Test 1,2026-27,MECH102,MECH26B142,49,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A001,41,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B002,49,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A003,35,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B004,43,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A033,50,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B034,37,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A035,45,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B036,31,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A065,39,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B066,47,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A067,33,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B068,41,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A097,49,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B098,35,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A099,43,false,false
Mid Semester Examination,2026-27,CSE101,CSE26B100,50,false,false
Mid Semester Examination,2026-27,CSE101,CSE26A129,,true,false
Mid Semester Examination,2026-27,CSE101,CSE26B130,45,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A001,37,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B002,45,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A003,31,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B004,39,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A033,47,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B034,33,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A035,41,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B036,,true,false
Mid Semester Examination,2026-27,CSE102,CSE26A065,35,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B066,43,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A067,50,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B068,37,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A097,45,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B098,31,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A099,39,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B100,47,false,false
Mid Semester Examination,2026-27,CSE102,CSE26A129,33,false,false
Mid Semester Examination,2026-27,CSE102,CSE26B130,41,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A001,33,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B002,41,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A003,49,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B004,35,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A033,43,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B034,50,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A035,37,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B036,45,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A065,31,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B066,39,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A067,47,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B068,33,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A097,41,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B098,49,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A099,35,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B100,43,false,false
Mid Semester Examination,2026-27,CSE103,CSE26A129,50,false,false
Mid Semester Examination,2026-27,CSE103,CSE26B130,37,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A001,50,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B002,37,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A003,45,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B004,31,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A033,39,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B034,47,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A035,33,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B036,41,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A065,49,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B066,35,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A067,43,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B068,50,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A097,37,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B098,45,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A099,31,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B100,39,false,false
Mid Semester Examination,2026-27,CSE104,CSE26A129,47,false,false
Mid Semester Examination,2026-27,CSE104,CSE26B130,33,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A001,47,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B002,33,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A003,41,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B004,49,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A033,35,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B034,43,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A035,50,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B036,37,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A065,45,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B066,,true,false
Mid Semester Examination,2026-27,CSE105,CSE26A067,39,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B068,47,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A097,33,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B098,41,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A099,49,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B100,35,false,false
Mid Semester Examination,2026-27,CSE105,CSE26A129,43,false,false
Mid Semester Examination,2026-27,CSE105,CSE26B130,50,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A001,,true,false
Mid Semester Examination,2026-27,CSE201,CSE26B002,50,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A003,37,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B004,45,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A033,31,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B034,39,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A035,47,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B036,33,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A065,41,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B066,49,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A067,35,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B068,43,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A097,50,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B098,37,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A099,45,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B100,31,false,false
Mid Semester Examination,2026-27,CSE201,CSE26A129,39,false,false
Mid Semester Examination,2026-27,CSE201,CSE26B130,47,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A001,39,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B002,47,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A003,33,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B004,41,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A033,49,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B034,35,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A035,43,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B036,50,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A065,37,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B066,45,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A067,31,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B068,39,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A097,47,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B098,33,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A099,41,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B100,49,false,false
Mid Semester Examination,2026-27,CSE202,CSE26A129,35,false,false
Mid Semester Examination,2026-27,CSE202,CSE26B130,43,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A001,35,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B002,43,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A003,50,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B004,37,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A033,45,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B034,31,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A035,39,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B036,47,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A065,33,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B066,41,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A067,49,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B068,,true,false
Mid Semester Examination,2026-27,CSE203,CSE26A097,43,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B098,50,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A099,37,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B100,45,false,false
Mid Semester Examination,2026-27,CSE203,CSE26A129,31,false,false
Mid Semester Examination,2026-27,CSE203,CSE26B130,39,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A001,31,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B002,39,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A003,,true,false
Mid Semester Examination,2026-27,CSE204,CSE26B004,33,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A033,41,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B034,49,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A035,35,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B036,43,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A065,50,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B066,37,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A067,45,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B068,31,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A097,39,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B098,47,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A099,33,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B100,41,false,false
Mid Semester Examination,2026-27,CSE204,CSE26A129,49,false,false
Mid Semester Examination,2026-27,CSE204,CSE26B130,35,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A001,49,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B002,35,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A003,43,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B004,50,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A033,37,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B034,45,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A035,31,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B036,39,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A065,47,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B066,33,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A067,41,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B068,49,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A097,35,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B098,43,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A099,50,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B100,37,false,false
Mid Semester Examination,2026-27,CSE205,CSE26A129,45,false,false
Mid Semester Examination,2026-27,CSE205,CSE26B130,31,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A005,45,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B006,31,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A007,39,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B008,47,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A037,33,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B038,41,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A039,49,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B040,35,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A069,43,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B070,50,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A071,37,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B072,45,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A101,31,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B102,,true,false
Mid Semester Examination,2026-27,AIML101,AIML26A103,47,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B104,33,false,false
Mid Semester Examination,2026-27,AIML101,AIML26A133,41,false,false
Mid Semester Examination,2026-27,AIML101,AIML26B134,49,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A005,41,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B006,49,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A007,35,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B008,43,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A037,,true,false
Mid Semester Examination,2026-27,AIML102,AIML26B038,37,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A039,45,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B040,31,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A069,39,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B070,47,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A071,33,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B072,41,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A101,49,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B102,35,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A103,43,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B104,50,false,false
Mid Semester Examination,2026-27,AIML102,AIML26A133,37,false,false
Mid Semester Examination,2026-27,AIML102,AIML26B134,45,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A005,37,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B006,45,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A007,31,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B008,39,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A037,47,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B038,33,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A039,41,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B040,49,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A069,35,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B070,43,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A071,50,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B072,37,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A101,45,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B102,31,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A103,39,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B104,47,false,false
Mid Semester Examination,2026-27,AIML103,AIML26A133,33,false,false
Mid Semester Examination,2026-27,AIML103,AIML26B134,41,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A005,33,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B006,41,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A007,49,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B008,35,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A037,43,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B038,50,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A039,37,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B040,45,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A069,31,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B070,39,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A071,47,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B072,33,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A101,41,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B102,49,false,false
Mid Semester Examination,2026-27,AIML104,AIML26A103,35,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B104,,true,false
Mid Semester Examination,2026-27,AIML104,AIML26A133,50,false,false
Mid Semester Examination,2026-27,AIML104,AIML26B134,37,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A005,50,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B006,37,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A007,45,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B008,31,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A037,39,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B038,47,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A039,,true,false
Mid Semester Examination,2026-27,AIML105,AIML26B040,41,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A069,49,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B070,35,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A071,43,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B072,50,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A101,37,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B102,45,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A103,31,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B104,39,false,false
Mid Semester Examination,2026-27,AIML105,AIML26A133,47,false,false
Mid Semester Examination,2026-27,AIML105,AIML26B134,33,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A005,47,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B006,33,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A007,41,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B008,49,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A037,35,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B038,43,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A039,50,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B040,37,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A069,45,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B070,31,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A071,39,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B072,47,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A101,33,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B102,41,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A103,49,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B104,35,false,false
Mid Semester Examination,2026-27,AIML201,AIML26A133,43,false,false
Mid Semester Examination,2026-27,AIML201,AIML26B134,50,false,false
